C6orf191
MN1
LBA
VPS54
CSTA
ABCB9
ATP8B4
RNASE2
VGLL3
ITM2A
PDE8B
LOC643308
ACTL7B
INPP5D
ZBTB4
AMPA1
KIAA1267
LPXN
MTMR4
RREB1
TNIK
SYNGR1
GORAB
C20orf133
GRIK1
UBE2Q2L
RASAL2
UPF2 x NR
ASAH2B
PJA1
VPS13D
PNPLA8
LGR5
MIR1261
SLC35F2
LOC257396
ZNF776
TRA2B
PIWIL2
CDKN2BAS
DDR1
BPTF
MMP8
ANGPTL5
BX247991
SPATA5
WDR41
ANGPT2
CCDC88A
MS4A14
AJAP1
SHANK3
RANBP17
WWC3
EOMES
GLIPR2
intergenic
ENOX1
Intergeic
CCNH
C1orf53
SMAD6
HOXC13
ZNF498
WDR1
EDC4
EFR3B
NCOR2
DOK2
MIR548A3
AXIN1
EBF3
GJA4
SFI1
ENPP2
SLC26A7
LOC729968
OR6C70
JPH3
GPR158
DMN
TMEM180
LINC01181
c6orf10
C4orf33
DGKA
TNFSF13
SH2D4A
ALDOB
MMP20
CD69
GRHL2
FAM53C
GSC2
TMEM126B
LOC100505912
KIAA1958
HOXD3
GATA4
PSMD6
SLITRK1
AC119396.1
ZFYVE20
MGC39545
APP
ZNF14
H2AFY
DUSP1
CEP68
BTC
BCKDHA
ARHGAP1
ODZ1
TDGF3
C6orf97
ACSBG1
C20orf195
CRMP1
KRTCAP3
ARL4A
ALPL
FADS3
KCTD12
RKHD3
OGFRL1
A2BP1
C17orf67
CDC42
C11orf86
RFC5
XYLB
HIGD1A
HLA class I
ZNF507
RORB
ITGA6
ANKRD44
CYP3A5
SH3BP5
RFX7
CHD5
SUPV3L1
PDE1A
KLHL36
EYS
SCHIP1
DSC1
KLHL8
LOC100289677
ASH1L
ACAA2
KCNE4
SBF1P1
LOC102723562
KRT18P45
SLC44A3
RBFOX1
POLQ
SNORA2B
C6orf1
RMST
N4BP2
LOC100288243
OSTN
PWP1
FCGR2A
DCC
PGM1
CROCC
DSG3
C8orf35
SLC17A cluster
SIAE
IL4
C9orf93
SNCA
UGT1A10
RPL41
LOC100130792
MOS
MPZ
MOCS2
other genes
BCYRN1
BRI3P2
ACSL6
LOC732275
TOM1L2
RP11-330A16.1
SV2C
LOC728927
CENPW
LOC222052
LOC100507143
BUCS1
CYCSP14
POU3F4
MS4A13
FCER2
UHRF2
RNF149
MRPS33P4
SVEP1
MYO3B
C1orf102
CAMK2B
UPB1
TM7SF4
PAX2
ZNF659
TMEM170B
SYNGR2
COL8A2
MED13L
GGTLC2
CYP7B1
NPPC
RAB4A
MBNL2
MKK5
AC090398.2
MCCD1
DMD
ELL
DNAH1
OR4C46
C20orf117
EHBP1
FANCD2
RPSAP55
KCNQ3
DUSP5
CD180 x NR
FOXG1B
NIN
EPHA10 x HNF1B
OTTHUMG00000163790
C6orf89
INCA1
OLFM2
ANGPTL8
PAPOLA
PLEC
DNAH5 x PPP1R14A
H19
SH3PXD2B
LOC100128347
FLJ36000
MYO15A
NCOA3
AK294384
GALNT7
EFCAB3
SLC6A15
BOK-AS1
PARVB
AF357532
LOC101928869
DPYD
LOC390415
COL4A3
SYTL3
AK094945
DLG2
PSORS1C2
WDR34
SYNJ2
LOC100132273
PRKG2/BMP3
MBNL1
GMDS
PRRC2A
LOC647051
GRIN3B
STAT5B
MIR1236
CUGBP2
NKX2
MAEL
CREBBP
c14ORF143
GIN1
PSMC3
GTPB10
B4GALNT3
EE F1B3
CTSF
AGPAT9
C14orf17
GRINA
SIRPA
GTF2I
INHBA
MMP15
L3MBTL3
CASP9
EPHA3
DEFAs
OR4K5
MEG3
HMGCR
C22orf34
DIRC3
TMEM220
LINC00606
CR603372
KIAA1727
AADAC
PILRA
TRAJ17
DOK5
FKBP1B
KREMEN1
GBX2
RP11-674N23.1
CCND1
PCBP1
MCART2
EYA4
SH3PXD2A
JPH2
RAB10
TF
MLLT10
COL5A2
IL7
EWSR1
BHLHE40-AS1
CLVS2 x HNF1B
COX7C
CHMP5
ETAA1
TMEM75
RNF38
PPIC
RPGRIP1L
ZMAT3
MT11P
TMEM123
LUZP2
GPX4
MARVELD3
CFHR2
NEO1
GRAMD2
TEF
VWF
KNSTRN
VIP
ATP5SL
T
CCT5
CYCSP8
TNFSF14
DLD
MYL12B
LINC00347
CPVL
LCORL
OTOF
PLA2G2D
RXFP1
BCAS3
ARHGEF3
RPL7P3
CCDC3
PRIMA1
LINC00928
PDGFRA
GDF5
HPGD
CHRM2
MESTP4
CBLN3
ATP2B2
C3orf39
PRG-3
BAG6
LOC100505761
MUTED
LOC100127987
LOC116437
MAT2B
LOC728040
ZNFN1A4
FNDC3A
HIPK3
C2orf55
CCDC101
AMH
KRTC
MIR148A
IRGM
NUMB
ECE1
RBM6
SLCO2A1
PNLIPRP1
SCG5
NAA50
DDA1
PRAC
LIMD1-AS1
TREML2
COL4A3BP
LIN7C
LGALS3
ST3GAL4
LENEP
KLF6
TPD52
SPANXN1
MSRB3
MT1B
ZIC1
IDUA
BTD
IL18RAP
TSG1
SLC16A7
OSMR-AS1
C15orf44
LRRC8C
FHAD1
VPS53
PADI3
PRMT7
NSUN3
LOC100130298
MRPL42
AHR
KCNIP1
FERMT3
VIPR2
CAMK2G
SLC35C1
LARGE
CCL23
CEP170P1
SERPINF1
TRIM11
NOM1
COL6A3
CDV3
PKLR
TMEM167A
POLE
GARNL3
KCNA3
OR4F15
TBKBP1
PPIP5K2
OAZ2
SORCS2
RRAS2
ADAMTS6
C6orf163
NEK11
C12orf23
MIR3910
TTC7B
SDK1
RASD1
APOM
NTN5
NCBP1
GATM
EDN1
SLC6A14
GAPDHP15
RPS29
FAM126A
MYRF
C5
MCF2L
OR9G4
C4orf36
C10orf79
KCNMB1
CISD2
CDC73
MIR4319 x EEFSEC
KTN1
ZNF493
ZC3HC1
DAAM1
CD244
RPL13A
LOC339622
SGSM3
RMND1
TFAP2D
IL17D
OSTNIL1-RAP
SMARCAL1
MTDH
NCK1
ICT1
AMN1
TTR
FKTN
KCTD7
VWA5B2
TP63
CD9
TSC22D1
LOC729852
MYBPC3
PELI2
FGFR4/NSD1
ASTN2
FREM2
C4orf12
AFP
NR0B2
SPNS1
OCA
CDC5L
CXCL5
CHRM3
4-Mar
CLC
CCDC57
BAP1
CEP57L1
TBC1D21
SP6
MYO3A
ALX3
RN7SL244
SLC16A9
RGMB
MGAT5
SHFM1
KCNK9
LRFN2
MECP2
DGKK
NKIRAS1
RSU1
GABRA2
GPR137C
RP11-479O17.4
HFE
LYPD5
CACNA1A
MIR4444-1
PADI6
CDSN
RANBP3L
WNT11
KIAA1542
LOC284395
PPARD
YEATS4
IVL
PCSK1
ARL15
RPL31P35
CDC42EP2
RAD50
SBNO2
FAM50B
KIF26B
HSCB
C2orf58
RBPJ
PEMT
EFR3A
FGF21
GP6
PDGFB
PRAM1
SOGA2
CARD11
ZC3H7A
IHH
C2orf52
CHUK
GARNL4
EIF4A1P
FLJ16124
SP8
WDPCP
DQA1
SCO2
PRIC285
SLC26A9
RP11-428L9.1
CEP85/CCDC21
LOC100131805
FAM177B
EFHA1
ABLIM3
LIFR
LOC729056
PVT1
FAM38A
OR2B7P
WNT3
ATP6V1B2
CSTF2T
ZBTB2
SAE1
C21orf81
C3orf49
VAMP4
CPNE4
MON1A
ANO1
FKBP7
CCR3
ECT2L
FUT1
PDE4DN2
FCGRT
NOSIP
REG3G
FLT1
SEZ6L2
TTBK2
ADAMTS9-AS2
AC078918.1
AK094674
ADORA3
LOC100130336
GALNT14
ETV1
ADH6
ARHGAP42
STX2
GAPDHP71
RANK
KLHL23
POLG
KCNN4
BAIAP2L1
C18orf21
SCGB2A2
PARP9
RAD52
ARPP-21
PDE4D
LMX1A
AC015574.1
APBB1IP
CAPN5
HS3ST1
FGFRL1
LOC728792
DYNLRB2
SOX17
TCEA3
CDHR5
PRPSAP1
CHID1
TSPAN19
RN7SL112P
AIFM3
PKIA x DAB2IC
HLA_DRB1
ZCCHC2
LOC92017
GPR183
MIR3130-2
NOD2
PCBD2
GALNT2GALNT2
SLFN14
GRAMD1B
SLC37A2
HK2
GSTCD
PPP1R16A
UBA52P1
RSL24D1P4
LOC284998
TRPS1
DCUN1D1
TREM
JMJ1C
LOC100131869
CENPC1
NFKBIE
CALN1
METTL21D
PRPF39
GPN1
TNFSF8
KRT26
HAND1
TGFA
MOGAT1
SIGLEC6
JMJD1C
CCR6
NDUFS4
AC079250.1
TXNDC9
ITGAV
CFHR3
RCC2
LOC100422339
AK123889
EMX2OS
ICK
SEMA5A
INSL6
NDUFA4
CRYBA2
PRKCB
FSHR
SELK
CSNK2A2
SLC34A1
SCN3B
AK055811
OBP2A
RPL30P9
PRDX5
A2ML1
TNFRSF13B
ADAMTS2
IQCF5
BST1
VCAN
ITIH4
MRPS30
CDKN1A
DBP
AK094352
PCDH11Y
TGFBR1
ITGA1
FAM26D
LOC728715
TNFRSF1A
PER4
PDE1B
FABP4
MYADML
SEC16B
SERPINH1
MIR1-1
RP11-548M13.1
C9orf125
LOC100505841
RP11-525A16.1
CC2D2A
STK3
TGIF1
HGC6.3
LOC729076
XTP6
c6orf204
BAT3
TBC1D8B
GDNF
MIR5702
MGC2650
PLEKHB
PCGF6
N4BP2L1
MIR4432
BRWD2
FUSSEL18
RPL7L1
STMN3
PVRL2
NR x NR
P2RX3
CCL8
KANSL2
IP6K1
AGBL1
HOXC4
MAPK1
TRAV20
ID2B
GLDN
LOC391718
TMEM132B
BTBD3
SNRPA
LOC643448
HS6ST2
ETV3
JB153659
CS
AC010148.1
RPS6KA1
BTF3L1
COL4A6
MS4A4A
MT1F
ACADS
TUBGCP2
OR1G1
SERP2
tcag7.873
JMY
IGFBP7
AC011343.1
APOC2
LOC100132626
Q6ZUR9
NR
IPO5
PPIAP17
NF1A
SLC39A14
APOE/APOC1
MIR29B1
SLC22A11
TNRC6A
CCDC81
RHBG
KLRC4
ATP5G1
FRMD3
ZDHHC24
RAB14
LOC100289178
LOC388460
FAM109B
ADAD2
ENSG00000118975
HMGB3P18
PPP1CC
CDKN2B-ASI
C18orf2
TFF1
ZNF385D
PRKCH
ATAD5
SLC17A2
PTK2
SLC17A6
RP11-664H17.1
C8orf4
IPO11
LOC648640
ADH4
RP11-369J21.6
WTAPP1
ENPEP
NPBWR1
PRSS16
AC105105.1
FAM117B
TARDBP
SMYD4
PER2
OR4C45
C3ORF26
RNF135
TPGS2
WNT8B
RFK
PPL
NR2E3
CYP2D6
LAMC2
DNASE2
CPAMD8
CXCR5
LOC100128567
GALNT1
WDR60
IL12A
OR5H2
SLC6A2
WDR11
CELF-AS2
PKNOX1
KCNH5
VASH2
OSR1
ABI3BP
ARHGAP10
TAF5L
ANKRD33
MAMLD1
DOCK4
ZP4
SLC45A3
CSNK1G2
LOC151300
C11orf31
CD207
PBRM1
CALCP
RAP2A
PPP2R5A
C11orf68
FAM171A2
AK026189
TRNA_Gln
SLC30A7
GPRC6A
OR5AP2
PHF10
HBA2
CLEC14A
NEDD8
C11orf93
LOC100129745
IRX1
RARG
OCA2
PROX1
C5orf58
RNFT1
ZNF260
EFHC1
DCTN5
NF2
TBX6
MYO7A
BCHE
PSMD9
KLHL5
CERCAM
TNNI3K
EPS15P1
LOC101928600
MYH7B
KCNK10
PIK3C2A
AL357060.1
SLC22A20
GCM2
HOXD
EEF1A1P14
ARMC9
DCLRE1B
HPR
AC013262.1
FRG1
EPHA4
C6orf170
CASP8
NDUFA8
TOMM7
C5orf13
C12orf5
ST13P13
BMS1
LNX2
MARK2
HIST1H2AA
HsG57825
PLEKHO1
LOC90834
TRIM25
CD86
MEGF9
CDKN2C
MT1G
GALNACT-2
LOC388906
AMIGO1
QPCTL
GABRB1
SERPINA11
WNT9A
RP11-973F15.1
DRIM
PEX5L
MEGF10
GLRA3
TFRC
SIN3A
TNFAIP6
HSD17B13
GSTT1
XR_242662.1
STX6
LMO1
SLC35B3
OVCA2
PPP1R9A
ACCS
SNX6
LRRC48
BLID
LOC100130044
NDUFA10
KLHDC7A
LOC643623
C12orf79
23231
C20orf94
CTU2/GALNS
AL591509.5
MYO18A
PRSS53
LOC100506622
CLIP1
GADD45G
MAPK10
FAM81A
DDX6
C5orf56
FLJ32894
CDKL2
CBX7
PRBM1
SULT4A1
AC108043.3-1
STT3B
LOC152118
IGLL1
SNX7
OR6C4
IL18R1
MSRB1
HMX3
GALNTL1
OSBPL1A
TYW1B
CDCA7
HLA-DPB1
WDR81
MAST4
KIF1B
NDUFAF1
ZC3H11A
MCFD2
LSM1
C10orf58
GUCY2EP
LOC100506457
SCG2
ITGA4
RPL23AP37
LOC100130624
EIF4A1P1
LOC100129726
AC007387.1
LINGO2
BCAT1
SNAR-I
ANKRD30A
DD413621
BEST1
COL13A1
NDUFAF6
HGC6.1.1
NCF2
STARD13
C20orf79
LOC102724874
ARPC2
AC000093.3
CCDC167
ATF7IP2
DNER
KLKP1
AK096668
SDCCAG8
ZNF608
PRM3
ZNF407
ZNF396
FAP
SAV1
ATG4B
ZNF860
LINC00968
HIF1AN
SCN5A
HDAC9
RP11-132M7.1
ZNF484
RP1-90L14.1
LSAMP
OR12D2
CCDC91
RFESD
TMX4
GH region
RALYL
NXPE4
MARK4
LOC100505545
11-Sep
MIR589
H1FX
ADRA2A
UBE3A
SLCO1B1
ZNF285A
NMS
SNORA31
RP11-358M3.1
KRT7
HUNK
SLC40A1
PLEC1
ARID1B
PAX6
LOC645044APOA1
C8orf42
RSG1
RPL13AP17
FAM171A1
POM121L10P
STAU1
FRRS1
SLC2A4RG
ACTL7A
TRIM31
LMBRD2
GPM6A
CLYBL
PSMA5
AC103702.3
FILIP1L
LOC100131233
CCND2
LOXL2
C10orf11
PACRG
SEC14L1
PLS1
LOC729464
RASIP1
PUS10
GAS2L3
OSGEPL1
LASS2
LOC729342
SPAG16
FAM5B
SERBP1
SLAMF6
UBTD1
HES6
HNF1B
C1QTNF7
CD4
RAD23B
FAT1
ZFYVE28
B3GAT2
NOL4
VARS2
NDUFA13
THBS4
RFPL4A
LIMA1
CDR2L
CYP2R1
SOST
TTLL11
FAM40A
SH3GL3
GTF2F2
PSMB1
HNT
ENSG00000258081
PTPRP
ABCC11
NNMT
PTPN6
DYTN
AIRE
HABP4
IRX3
CST9L
SLC4A10
SLC19A3
UNC5D
PTS
COPS8
LOC644213
SKCG-1
SLC4A5
WDHD1
CACNB2
RFFL
PRDM9
VPREB1
SUCNR1
FBXO40
ALLC
MKL2
COL4A2
STAT1
SUOX
ITPA
POLD2P1
CEP350
JAKMIP3
LRRC7
NKAPL
RNF7
PRAMEF20
LCE region
GVI1
THUMPD2
GSDML
SLC22A
IL23A
LOC100128625
ZN343F
LOC100133331
SGCZ
FAM98B
SCGN
PFDN1
FES
LOC100130062
CTU2
CPM
MDF1
ABP1
C20orf23
WSCD2
TKT
EGFLAM
OLIG3
CYP21A1P
TRIP6
CBR3
LOC442017
PRKCA
PRKCZ
SLC6A19
COIL
CAPS2
METTL8
LOC145820
GPC5
SEPT10
PLXNA1
LHX3
TUBGCP6
ITGA2
FXR2
PACSIN3
TRNA_Pseudo
FLJ33534
AL049840.1
RAB3C
TMEM151A
SLC35D1
CPS1
LRP12
L2HGDH
SORCS1
POM121L9P
UNC5C
UGT1A11P
ADAM23
IL17REL
TCF19
LOC644246
TEKT5
SOCS3
GRINL1A
KIAA1345
DIO1
ARRB1
LOC100130231
MIR217
WDFY3
TCEB3
MHC_Class III
COL19A1
ANKRD9
BACE1
RP5-1043L13.1
PAPPA2
ARMS2
IL1RL1
PTHLH
RAMP3
RPL41P2
MBOAT5
RPSAP1
ITGAM
DICER1
EML2
NAT5
ZNF98
RPL21P119
UTP20
IRF4
NUPR1
LOC100128095
FLJ41733
ST3Gal1
LOC150577
ELA2A
Histone class 2A
TRA-alpha
SSPN
CRY2
FAM86B3P
SPATA7
LOC392008
RBM14
ATG13
SLC7A2
HBZ
OR51H2P
LOC390956
MCM6
TTC17
BVES
FTLP17
TMEM195
MUC2
CYCS
ALG12
PRR7
CF1
ACTBL2
SLC45A2
DZIP1
BCN2
ZSWIM7
RHO
CREBL1
VSNL1
UNC13C
STAG1
MGAM
CTSS
TMEM68
SAMD12
TSR1
SLC24A5
MRPL13
MIR675
ZNF383
DLX4
ZNF184
DRD3
KSR2
DEFA
LOC391132
LINC00645
SEC24D
CHST11
CD
PLCH2
HDAC2
HOMER1
MRVI1
CPEB4
TBX4
ALCAM
AC009271.7
CCDC77
SGSM2
PCBP3
APCDD1
WFS1
PPIAP30
ITGA7
UGT1A9
PTPRG
NSUN2
ZNF101
SHB
BCL2L11
DGKQ
SPHKAP
TMEM242
RBM16
DGKE
SPOCK3
CEP152
NT5E
SPIN1
SREBF1
PCBP1-AS1
SNAR-H
TRIM6-TRIM34
RPP38
LINC00052
HMGCLL1
IL3RA
LOC402233
DKFZp434K191
FLJ20184
LOC646486
SALL4
MMP10
TOMM20
MAP4
LBP
BARD1
TMC5
PPP1R12B
PCDH20
FIBP
ERGIC3
SNX11
TWIST1
C20orf71
TRIM13
NDUFAB1
SULF2
CLIC6
GRLF1
DNAH3
PDIA5
HCAR2
ST7
ATP8B2
NFATC1
PFAS
ANO6
TMEM45B
DLL1
SHISA6
ADRA2C
MTA3
CYP4A
LOC391383
ANK2
FAM136A
INFAR1
COPG2
NCR2
FUBP1
CLCA2
GPR137B
CCNY
LOC653163
TIMP3
C6orf173
DAGLA
ADAMTS-8
RBM5
LOC645949
ZNF679
CDK19
ATP6V0D2
ANKS1
DDX52
STARD7
YIPF7
MIR597
LOC100133058
CEP63
BRD8
DOCK6
CTTNBP2
XAB1
CDHR3
SLC17A4
USP29
SGOL1-AS1
HOXD4
SLC12A7
ACTN4
LGR6
HEATR1
B3GALTL
DSPP
NCS1
UBE2Z
SYNE3
SBK1
CACNA1D
NLRC5
WDR69
STX17
PADI1
CHSY1
MNT
PYGO2
TFSF11
C21orf131
UGT2B15
EPAS1
LOC100129986
UGT1A1
MascRNA_menRNA
PLXNA4B
KRBOX1
BTNL2
RASA1
FBXO5
SEP2
PROC
ZBTB7B
PAM
AL833181
ATXN2
AMAC1L2
PRKG2
LYZL2
GLCCI1
MATP
CDC45
PAX4
POU3F1
NUFIP1
PSMC3IP
DPF2
VTA1
OR4C15
C2orf83
B3GNT3
MHC
HTR1P
OAS1
PPP1R12A
LOC375449
AC062028.1
CAMKMT
GALC
UBLCP1
PRNP
NKD2
EGFL8
C10orf63
ABCA8
LOC283585
PTGER4
DSP
IL31RA
CEBPG
ALPK1
GATA3
MAP3K11
CLEC4G
RPS6KB1
LOC101927797
PMS2L3
COQ5
TNFAIP8L3
UCKL1
SYT11
TGFBI
PLEK
SEMA3C
SERP1NB3/4/5J7J11J13
PGM2L1
LRRC32
NT5C1A
NPC1
MAP4K1
GRB2
RHOB
ASGR1
PROCR
GCDH
GALNTL5
ABCC12
C15orf33
NAPRT1
RIMS2
HLA-DR-DQ
FERD3L
LOC100130247
ACCN1
CDCP1
C2orf85
TRIM5
ASCC2
ALPP
FOXO1
CCDC92
ZNF366
STON1
GPR1
SLC35E3
MRPS36P2
MIR3166
LOC100420
TMEM182
OR2M7
FDX1L
UBR3
HEPN1
AP5Z1
KPNA3
CAPN2
KCTD17
POLS
ADAMTS16
RIF1
C4orf39
TMEM154
LPA
HIST1H2BJ
DPP8
BCL7B
PDE2A
KLK2
PLA2G3
AMOTL1
ODF3B
PPAPDC1A
OR2D13
ACOT7
ZNF326
OR2C3
LOC646730
LOC285194
THSD4
C1orf174
SERPINB5
RP11-191L9.1
CTNNA3
CD80
C11orf10
CLTCL1
NKX3-1
PSRC1
KIF5C
FZD10
LOC729984
IL20RB
AL354828.1
LOC728192
HJURP
PLCL1
SLC3A1
CDC42BPA
PARG
LIN28B
BQ013595
TAS1R2
INTS6
HLA-DOB
PBX4
KIAA0774
TTC7A
RIPPLY1
CD79B
MORF4
C7orf66 x NR
MC4R
C13orf16
CSTF3
HSP90AA5P
GUCA1C
ADCY3
OR8B3
ZFPM1
GTF2E2
TMEM150B
RYBP
TBL1XR1
LOC390239
CCDC108/IHH
ESRRAP2
SUPT3H/RUNX2
LOC157273
PRPS1L1
FAIM2
F12
RPS6KA5
ARRDC4
PELI1
LOC654254
SLC12A2
TMEM55B
AGL
GLE1
LOC100505666
DAB2IP
HEY2
CATSPER1
MYOM1
IP6K2
ZNF354A
MGAT4A
MMACHC
LOC100130911
LINC00882
E3 ubiquitin protein ligase 1
IFNE1
ANKS1B
MYH3
MIR4489
LOC100507163
RGNEF
LOC283904
MSH4
TRIP13
POM121
FOCAD
CPN1
MOBKL2B
DAZL
HERC2
IRAK4
AFF1
ULK1
LOC100289473
CRAC1
ALOX5AP
APO cluster
QRICH2
OTTHUMG00000019196
RHOH
UNC5CL
CEP250
WBSCR17
MSRA
CCNB2
S100A5
MEX3B
NLRP9P
STIM2
VPS36
ANXA1
KPNA4
ARHGAP31
TYW5
KIF4B
UGT1A3
NKAIN2
MTMR15
FAM83A
VPS37D
DENND1C
CMYC
UPK3A
NR3C2
DEFB1
GCFC2
MREG
KLHL2
NFYC
SNRPGP8
SELENBP1
IGSF3
MYH15
CHST6
ERBB2
TOX3
AKD2
FOXQ1
MYBPC2
ASB4
GOLPH3L
BAMBI
SF4
KIAA1853
COX7A1
PAK7
ITGA8
RLF
LNPEP
ECHDC3
SSX2IP
ERCC4
CTLA4
FLJ16165
ZNF273
MYSM1
ZNF454
DTWD2
SCAMP5
HMGXB4
CCDC55
PHF17
LOC100130177
PAX1
ZNF432
MIR100HG
C4BPB
FAM110A
DOK6
GPRC5B
ZNF600
SNORD19B
SLC8A1
MAP3K13
PDE7B
LRRC10
NOTCH2
CTNNA1
NPAS2
CCDC121
DCAF6
CYP2A7
BAZ2A
TMEM119
SOD3
TRA@
TBX3
KIRREL3-AS3
INAFM2
RP11-814M22.1
CSK
MIR656 x EEFSEC
MARK3
STIL
CASS4
PSIP1P
RHOT2
OR5BN1P
PDGFC
RNF213
CRLF3
LDHD
NXPH4
RTN2
IBD5
LOC648390
EXTL3
ZNRF3-AS1
IMPAD1
TAL2
OTUD7B
CNIH4
DIP2B
RPL7AP27
TACR3
C10orf78
GPR174
SCARB2
ANO7
WDR12
MED19
TRIM4
SPATA33
COL11A1
PRR5
CTD-2127O16.1
LOC100286951
TMEM106B
LASS3
CPXM2
BAZ2B
MAP2K1P1
BCR
LOC401447
ABCA10
KIAA0574
PABPC1P2
PP13439
INTS8
GSPT1
DLGAP2
PGCP
ARRDC3
SLC25A15
PCMTD2
C22orf36
FABP3
CDH18
TMEM132C
CPLX2
FAM98A
ATP11A
ISM1
C3orf31
MTURN
BIN3
C17orf57
SOCS7
ACSM2A
ATP1B2
CET
IKBKG
THNSL2
CASZ1
SYPL2
CTCF
ELOVL2
FLJ20309
BCRP3
SCUBE1
BTF3L4P2
LOC152225
OPTC
ZNF259
UNQ2565
PRODH
ABCB1
TP53BP1
RCN1
SLC16A3
RNGTT
PRIM2
CD27
PTGDR2
LOC100129500
RSP04
DCST2
UHMK1
ZDHHC7
KDM3B
RGS14
ASAP1
FABP5
LOC196415
ELSPBP1
NTNG1
EDIL3
USMG5
ZNF438
WDR90
OXER1
PCP4L1
LINC00635
CASP7
LOC100128304
CYP26B1
SND1
RFTN1
TMEM133
LOC399959
LOC646316
CPA3
FAM126B
LOC285423
PLXND1
CLN5
C17orf69
CHDH
ACTR8
AS1
LOC100130240
HCK
SCGB1D4
SEC1
RNF44
LIN28A
ZBTB38
CCDC62
GTF2H4
MIR4697
TWISTNB
LOC102467224
KLF14
TFAM
DPT
LOC100287015
CNN2
HIST1H3C
PVRL3
PRKCI
MIR4300
BTN3A1
LOC72901
AHCLY2
CHD1L
C1orf109
CYP3A43
GAS2L1
GORASP1
HRSP12
C16orf75
NEURL1B
NOX4
TUBGCP3
C12orf49
FLJ45825
ATP8B1
TCTN1
FCGR2C
RASA2
F8
TAS2R5
TMEM160
TMCC1
IRAK1BP1
SBNO1
WT1
NKAIN1
CTDSP1
LOC729467
MYL3
MIR4789
TLE3
LRCH1
SLAMF7
ZFHX4
SCAMP3
C10orf33
LOC55908
THBS3
IFI44
WISP1
DMBX1
CCZ1B
CA6
GPR125
