#Table S9 from A validated gene regulatory network and GWAS identifies early regulators of T cell–associated diseases
# Contains all known SNPs at time of publication,,,,,
Link,Disease_Trait,Mapped_gene,Upstream_gene_id (Entrez),Downstream_gene_id (Entrez),p_Value
http://www.ncbi.nlm.nih.gov/pubmed/18821565?ordinalpos=8&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum,Hyperactive-impulsive symptoms,LPL,55174,4023,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23646285,Hypersomnia (HLA-DQB1*06:02 negative),NCKAP5,,,1.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23646285,Hypersomnia (HLA-DQB1*06:02 negative),SPRED1,145942,161742,7.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23646285,Hypersomnia (HLA-DQB1*06:02 negative),CART,,,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23646285,Hypersomnia (HLA-DQB1*06:02 negative),TAS2R1,,,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23646285,Hypersomnia (HLA-DQB1*06:02 negative),BCL11A,400955,100616473,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23646285,Hypersomnia (HLA-DQB1*06:02 negative),PPP2R4,,,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22479346,Hypertension,NR,,,NS
http://www.ncbi.nlm.nih.gov/pubmed/22384028,Hypertension,FSTL4,100302134,56951,9.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/22384028,Hypertension,NR,,,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22384028,Hypertension,NR,347252,340501,8.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21909115,Hypertension,GNAS,128609,128611,4.00E-14
http://www.ncbi.nlm.nih.gov/pubmed/21909115,Hypertension,FLJ32810,,,5.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/21909115,Hypertension,BAT2,,,1.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/21909115,Hypertension,HFE,,,2.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/21909115,Hypertension,NPR3,4883,728553,3.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/21909115,Hypertension,PLCE1,,,9.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/21909115,Hypertension,CACNB2,221074,783,9.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/21909115,Hypertension,EBF1,100421484,1879,2.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/21909115,Hypertension,MOV10,,,3.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/21909115,Hypertension,SLC39A8,,,5.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/21909115,Hypertension,FURIN,,,7.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/21626137,Hypertension,Intergenic,,,2.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/21626137,Hypertension,GPR39,,,1.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/21626137,Hypertension,RANBP3L,,,5.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/21626137,Hypertension,XRCC4,,,2.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/21626137,Hypertension,MYO6,,,3.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/21626137,Hypertension,NOV,,,3.00E-16
http://www.ncbi.nlm.nih.gov/pubmed/21626137,Hypertension,ZFAT,,,2.00E-44
http://www.ncbi.nlm.nih.gov/pubmed/21626137,Hypertension,AN06,,,1.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/21626137,Hypertension,MACROD2,,,7.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/21082022,Hypertension,UMOD,,,4.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/20877124,Hypertension,NR,,,NS
http://www.ncbi.nlm.nih.gov/pubmed/19609347?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum,Hypertension,ADH7,126,131,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/19609347?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum,Hypertension,ALDH1A2,81488,8854,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/19430479?ordinalpos=4&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum,Hypertension,MSRA,,,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/19430479?ordinalpos=4&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum,Hypertension,CACNB2,,,6.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/19430479?ordinalpos=4&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum,Hypertension,ATP2B1,,,2.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/19430479?ordinalpos=4&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum,Hypertension,ZNF831,128609,128611,2.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/19304780?ordinalpos=4&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum,Hypertension,CDH13,10200,1012,8.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/17554300?ordinalpos=5&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,Hypertension,RYR2,100129952,1131,8.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/17554300?ordinalpos=5&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,Hypertension,Intergenic,,,6.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21909115,Hypertension,EDN3,128609,128611,4.00E-14
http://www.ncbi.nlm.nih.gov/pubmed/21909115,Hypertension,TMEM133,,,5.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/21909115,Hypertension,BAT5,,,1.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/21909115,Hypertension,C5orf23,4883,728553,3.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/21909115,Hypertension,FES,,,7.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/19430479?ordinalpos=4&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum,Hypertension,EDN3,128609,128611,2.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/17554300?ordinalpos=5&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,Hypertension,CHRM3,100129952,1131,8.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/17554300?ordinalpos=5&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,Hypertension,ZP4,100129952,1131,8.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/19421330,Hypertension (young onset),LOC344371,,,3.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/19421330,Hypertension (young onset),MYADML,,,3.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/19421330,Hypertension (young onset),FAM98A,,,3.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/19421330,Hypertension (young onset),RASGRP3,,,3.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/22322875,Hypertension risk in short sleep duration,JMJD2A,,,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22322875,Hypertension risk in short sleep duration,LRRC7,,,3.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/22322875,Hypertension risk in short sleep duration,MYO1D,,,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,ZNF259,,,5.00E-35
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,ZNF512,,,2.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,SLC18A1,4023,100270981,4.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,CABLES1,,,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,VPS37D,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,TIMD4,,,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,TRPM1,,,6.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,SFTPC,,,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,Intergenic,100128347,84811,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/20657596,Hypertriglyceridemia,APOA5,,,5.00E-24
http://www.ncbi.nlm.nih.gov/pubmed/20657596,Hypertriglyceridemia,GCKR,,,7.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/20657596,Hypertriglyceridemia,LPL,4023,100270981,2.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/20657596,Hypertriglyceridemia,APOB,338,114818,2.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/20657596,Hypertriglyceridemia,MLXIPL,,,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,KIAA0999,,,5.00E-35
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,PPM1G,,,2.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,LPL,4023,100270981,4.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,C18orf45,,,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,TBL2,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,HAVCR1,,,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,MTMR15,,,6.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,REEP4,,,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,BUD13,,,5.00E-35
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,NRBP1,,,2.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,INTS10,4023,100270981,4.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,MLXIPL,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,HAVCR2,,,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,MTMR10,,,6.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,POLR3D,,,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,APOC3,,,5.00E-35
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,KRTCAP3,,,2.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,BCL7B,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,PIWIL2,,,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,APOA5,,,5.00E-35
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,IFT172,,,2.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,BAZ1B,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,PHYHIP,,,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,APOA4,,,5.00E-35
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,GCKR,,,2.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,LGI3,,,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,APOA1,,,5.00E-35
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,FNDC4,,,2.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,BMP1,,,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23505323,Hypertriglyceridemia,C2orf16,,,2.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/23255317,Hypertrophic cardiomyopathy,NR,,,NS
http://www.ncbi.nlm.nih.gov/pubmed/21113153,Hypospadias,DGKK,,,3.00E-21
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,LOC100130480,,,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,INSR,,,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,TRNAH,4781,340481,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,SACS,,,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,LOC100131744,,,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,LOC729792,100507679,285834,1.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,C1QTNF6,,,9.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,MTF1,,,9.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,PDE8B,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,ZBTB10,65986,389672,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,C7orf62,,,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,KRT18P13,392371,2304,2.00E-19
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,VAV3,,,8.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,SH2B3,,,3.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,PHTF1,10745,54665,3.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,ATP5LP4,100130396,166614,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,LOC100129274,343332,100271129,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,CTLA4,,,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,HLA-DRB9,3119,404026,5.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/21981779,Hypothyroidism,FOXE1,392371,2304,4.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,GUG,4781,340481,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,TNFRSF19,,,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,CCL2,,,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,HCG22,100507679,285834,1.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,RPSAP47,65986,389672,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,ZNF804B,,,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,FOXE1,392371,2304,2.00E-19
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,ATXN2,,,3.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,RSBN1,10745,54665,3.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,LOC285423,100130396,166614,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,HLA-DRB5,3119,404026,5.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,ZDHHC21,4781,340481,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,C6orf15,100507679,285834,1.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,C9orf156,392371,2304,2.00E-19
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,LOC100101246,,,3.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,PTPN22,10745,54665,3.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,HLA-DRB1,3119,404026,5.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,HLA-C,100507679,285834,1.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,BRAP,,,3.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,HLA-DQA1,3119,404026,5.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,HLA-B,100507679,285834,1.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,NAA25,,,3.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,HLA-DQB1,3119,404026,5.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,DHFRP2,100507679,285834,1.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,C12orf51,,,3.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,HLA-DQA2,3119,404026,5.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,HCP5,100507679,285834,1.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/22493691,Hypothyroidism,PTPN11,,,3.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/21703177,IFN-related cytopenia,ITPA,,,1.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/18835860,Idiopathic pulmonary fibrosis,TERT,,,3.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/22197929,IgA nephropathy,DEFAs,449492,449493,3.00E-14
http://www.ncbi.nlm.nih.gov/pubmed/22197929,IgA nephropathy,TNFSF13,,,9.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/22197929,IgA nephropathy,MPDU1,,,4.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/22197929,IgA nephropathy,MTMR3,,,1.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/22197929,IgA nephropathy,HLA-A,,,2.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/22197929,IgA nephropathy,HLA-DRB1,3123,3117,4.00E-20
http://www.ncbi.nlm.nih.gov/pubmed/22197929,IgA nephropathy,ACOXL,,,4.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22197929,IgA nephropathy,Intergenic,3684,3687,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22197929,IgA nephropathy,HLA-DQA/B,3119,404026,3.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/22036096,IgE grass sensitization,C11orf30,56946,2615,1.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/22036096,IgE grass sensitization,TMEM232,91137,85480,1.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/22036096,IgE grass sensitization,HLA region,3119,404026,2.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/22036096,IgE grass sensitization,IL2,,,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22036096,IgE grass sensitization,Intergenic,653737,2903,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22036096,IgE grass sensitization,EPS15,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22036096,IgE grass sensitization,DNAH5,,,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22036096,IgE grass sensitization,TMEM108,27031,66000,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22036096,IgE grass sensitization,ABL2,,,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22036096,IgE grass sensitization,LRRC32,56946,2615,1.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/22036096,IgE grass sensitization,SLCA25A46,91137,85480,1.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/21139019,Ileal carcinoids,KIF16B,,,4.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/21139019,Ileal carcinoids,SLC12A2,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21139019,Ileal carcinoids,FGF12,,,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21139019,Ileal carcinoids,CDKAL1,,,8.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22306654,Infantile hypertrophic pyloric stenosis,MBNL1,56670,401093,2.00E-17
http://www.ncbi.nlm.nih.gov/pubmed/22306654,Infantile hypertrophic pyloric stenosis,Intergenic,5912,100271162,4.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/22306654,Infantile hypertrophic pyloric stenosis,BNIP1,662,391850,1.00E-15
http://www.ncbi.nlm.nih.gov/pubmed/22306654,Infantile hypertrophic pyloric stenosis,NR,,,6.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22306654,Infantile hypertrophic pyloric stenosis,NR,,,1.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22306654,Infantile hypertrophic pyloric stenosis,NKX2-5,662,391850,1.00E-15
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,TNFRSF18,,,8.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,TNFRSF9,,,1.00E-15
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,Intergenic,100616433,9923,1.00E-17
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,IL23R,,,8.00E-161
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,Intergenic,1491,100131616,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,RORC,,,4.00E-16
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,UBQLN4,,,6.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,CD48,55600,142683,7.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,FCGR2A,,,2.00E-38
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,C1orf53,,,8.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,KIF21B,,,1.00E-32
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,IL10,9261,3586,7.00E-42
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,ADCY3,,,6.00E-16
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,FOSL2,,,3.00E-15
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,Intergenic,,,8.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,REL,,,9.00E-32
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,SPRED2,200734,100130782,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,IL1R2,8807,389015,3.00E-20
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,IFIH1,2191,64135,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,STAT1,,,3.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,SLC11A1,,,4.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,GPR35,,,3.00E-21
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,Intergenic,131185,100616291,9.00E-15
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,MST1,,,1.00E-47
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,CXCL5,5473,6374,3.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,IL2,,,3.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,DAP,,,1.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,PTGER4,285634,5734,2.00E-82
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,ERAP2,,,6.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,Intergenic,100130265,133629,4.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,IRF1,,,1.00E-52
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,SPRY4,,,4.00E-14
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,TNIP1,,,3.00E-37
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,IL12B,3593,147,1.00E-42
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,DOK3,,,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,Intergenic,9308,100131229,3.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,Intergenic,,,9.00E-14
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,Intergenic,,,2.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,Intergenic,5550,639,8.00E-20
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,TRAF3IP2,,,1.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,TNFAIP3,391040,7128,1.00E-21
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,PHACTR2,2519,9749,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,CCR6,8635,100500857,7.00E-21
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,ZPBP,100130988,10320,7.00E-15
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,SMURF1,57154,402569,8.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,EPO,10248,2056,2.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,Intergenic,93655,100873192,1.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,TRIB1,10221,100130231,8.00E-20
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,Intergenic,100500839,56169,2.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,JAK2,406894,3717,8.00E-45
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,NFIL3,6850,549,4.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/23128233,Inflammatory bowel disease,TNFSF8,,,3.00E-32
